Time,HumanVelocity,RobotVelocity,InteractionForce
1.147,-0.445572922376896,-0.442758231038902,0.00661737812147219
1.148,-0.448383216090033,-0.445572922376896,0.00666222696285882
1.149,-0.451189084441845,-0.448383216090033,0.00670701212886889
1.15,-0.453990499739547,-0.451189084441845,0.00675173316723789
1.151,-0.4567874343343,-0.453990499739547,0.00679638962631421
1.152,-0.459579860621488,-0.4567874343343,0.00684098105508753
1.153,-0.462367751040992,-0.459579860621488,0.00688550700316686
1.154,-0.465151078077458,-0.462367751040992,0.00692996702081033
1.155,-0.467929814260573,-0.465151078077458,0.00697436065891236
1.156,-0.470703932165332,-0.467929814260573,0.00701868746901286
1.157,-0.473473404412312,-0.470703932165332,0.00706294700330789
1.158,-0.476238203667939,-0.473473404412312,0.00710713881464519
1.159,-0.478998302644761,-0.476238203667939,0.00715126245653923
1.16,-0.481753674101715,-0.478998302644761,0.00719531748316119
1.161,-0.484504290844398,-0.481753674101715,0.00723930344936256
1.162,-0.487250125725332,-0.484504290844398,0.00728321991066005
1.163,-0.489991151644237,-0.487250125725332,0.00732706642325721
1.164,-0.492727341548291,-0.489991151644237,0.00737084254403558
1.165,-0.495458668432408,-0.492727341548291,0.00741454783057281
1.166,-0.498185105339491,-0.495458668432408,0.00745818184112757
1.167,-0.50090662536071,-0.498185105339491,0.00750174413467087
1.168,-0.50362320163576,-0.50090662536071,0.00754523427086133
1.169,-0.506334807353133,-0.50362320163576,0.00758865181008252
1.17,-0.509041415750371,-0.506334807353133,0.00763199631340471
1.171,-0.511743000114345,-0.509041415750371,0.0076752673426419
1.172,-0.514439533781506,-0.511743000114345,0.00771846446030359
1.173,-0.517130990138157,-0.514439533781506,0.00776158722964453
1.174,-0.519817342620709,-0.517130990138157,0.00780463521463393
1.175,-0.522498564715949,-0.519817342620709,0.00784760797998756
1.176,-0.525174629961295,-0.522498564715949,0.00789050509114587
1.177,-0.527845511945066,-0.525174629961295,0.00793332611431036
1.178,-0.530511184306734,-0.527845511945066,0.00797607061641083
1.179,-0.533171620737189,-0.530511184306734,0.00801873816514668
1.18,-0.535826794978996,-0.533171620737189,0.00806132832896058
1.181,-0.53847668082666,-0.535826794978996,0.00810384067706569
1.182,-0.541121252126876,-0.53847668082666,0.00814627477943547
1.183,-0.543760482778793,-0.541121252126876,0.00818863020681678
1.184,-0.546394346734269,-0.543760482778793,0.00823090653072682
1.185,-0.549022817998132,-0.546394346734269,0.0082731033234677
1.186,-0.55164587062843,-0.549022817998132,0.00831522015811825
1.187,-0.554263478736694,-0.55164587062843,0.00835725660855706
1.188,-0.556875616488188,-0.554263478736694,0.00839921224943507
